Attrition,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,RelationshipSatisfaction,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,Educational_Levels_Bachelors D.,Educational_Levels_College D.,Educational_Levels_Masters D.,Educational_Levels_Phd D.,Educational_Levels_Without College D.
No,49,4,2,1,2,5,3,18711,2,3,3,23,4,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
No,36,3,3,3,3,1,2,3692,1,3,3,12,2,11,10,0,7,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
No,48,2,2,4,4,1,2,2559,5,3,3,7,2,1,0,0,0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
No,27,4,2,1,3,1,3,2517,1,2,3,5,3,5,3,0,3,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
No,29,7,3,3,3,2,4,6623,1,2,3,6,3,6,0,1,0,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
No,48,1,3,4,2,5,4,18265,6,3,3,25,4,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
No,29,1,3,4,2,4,4,16124,3,2,3,9,2,7,7,1,7,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
No,34,20,3,3,4,1,3,2585,0,4,3,2,2,1,0,0,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
No,44,5,3,2,3,5,2,18213,7,3,3,26,3,22,9,3,10,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,33,10,5,4,4,3,3,8380,0,4,3,10,3,9,8,0,8,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
No,19,25,3,2,4,1,4,2994,1,4,3,1,3,1,0,0,1,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
No,23,1,2,4,3,1,3,1223,1,4,4,1,3,1,0,0,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
Yes,25,24,1,3,1,1,4,1118,1,4,3,1,3,1,0,1,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
No,26,4,2,3,3,1,4,2875,1,2,4,8,2,8,5,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False
Yes,45,2,3,1,1,5,2,18824,2,1,3,26,3,24,10,1,11,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
No,55,8,1,4,2,4,2,13577,1,4,3,34,3,33,9,15,0,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
Yes,21,10,2,1,2,1,3,2625,1,3,4,2,1,2,2,2,2,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
No,46,4,2,4,2,5,2,18789,2,3,3,26,3,11,4,0,8,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
No,34,2,3,3,3,2,1,4538,0,4,3,4,3,3,2,0,2,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
No,51,9,3,4,3,5,2,19847,4,1,4,31,2,29,10,11,10,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
No,59,18,4,4,3,3,4,10512,6,4,3,25,2,9,7,5,4,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
No,34,19,3,3,3,2,2,4444,4,3,3,15,4,11,8,5,10,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
No,28,1,4,4,3,1,3,2154,0,3,3,5,2,4,2,0,2,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
No,44,4,2,3,4,5,1,19190,1,4,3,26,2,25,9,14,13,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
No,34,11,3,3,2,2,2,4490,4,4,3,14,4,10,9,1,8,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,35,6,1,3,3,1,3,3506,0,4,3,4,3,3,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
No,42,7,4,2,4,2,2,2372,6,4,3,18,3,1,0,0,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
No,43,4,4,4,2,3,4,10231,3,4,3,23,4,21,7,15,17,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
No,36,2,4,3,3,2,2,5410,9,4,3,18,3,16,14,5,12,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
Yes,44,15,3,1,3,3,4,7978,1,4,3,10,3,10,7,0,5,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,28,2,3,4,2,1,4,3867,1,2,3,2,3,2,2,2,2,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
No,51,6,2,2,2,1,3,2838,0,2,3,8,2,7,0,7,7,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
No,30,9,2,3,3,2,3,4695,7,3,3,10,3,8,4,1,7,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False
Yes,29,7,3,2,3,1,3,3339,3,1,3,10,3,7,7,7,7,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
No,28,1,3,4,3,1,1,2080,2,2,3,5,2,3,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
No,25,1,3,4,3,1,2,2096,1,4,3,2,2,2,2,2,1,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
No,32,8,3,3,4,2,4,6209,1,3,3,10,4,10,7,0,8,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
No,45,25,3,2,3,5,2,18061,3,3,4,22,3,0,0,0,0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,39,13,4,3,2,4,2,17123,6,4,3,21,3,19,9,15,2,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
No,58,23,4,1,3,1,3,2372,1,4,3,2,3,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
Yes,32,7,2,4,3,2,3,4883,1,1,3,10,3,10,4,1,1,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
Yes,39,23,3,3,3,1,1,3904,0,1,3,6,3,5,2,0,3,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
No,30,6,3,1,2,2,4,4627,0,1,3,10,3,9,2,6,7,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,36,10,4,4,3,3,3,7094,3,1,3,10,3,7,7,1,7,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
No,46,1,2,4,3,1,1,3423,6,3,3,10,4,7,6,5,7,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
No,28,1,3,3,1,2,4,6674,0,1,3,10,3,9,8,7,5,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,50,28,3,4,3,4,1,16880,4,2,3,25,3,3,2,1,2,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False
Yes,40,25,4,4,2,3,2,9094,2,3,3,9,3,5,4,1,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
Yes,52,5,3,2,3,3,2,8446,9,3,3,10,2,8,7,7,7,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
No,30,17,4,2,3,3,1,11916,1,4,4,9,3,9,1,0,8,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
No,39,18,2,1,3,2,3,4534,0,1,3,9,3,8,7,1,7,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False
No,31,2,4,4,3,3,3,9852,1,1,3,10,2,10,8,9,6,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
No,41,10,2,3,1,2,2,6151,1,1,3,19,3,19,2,11,9,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
Yes,31,1,3,4,3,1,2,2302,1,1,3,3,4,3,2,2,2,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
Yes,44,3,3,1,3,1,1,2362,4,3,3,10,4,3,2,1,2,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,42,2,1,3,3,4,3,17861,0,4,3,21,2,20,8,2,10,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
No,55,2,2,4,1,5,3,19187,4,4,3,23,3,19,9,9,11,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
No,56,8,4,4,3,5,2,19717,6,1,3,36,3,7,3,7,7,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
No,40,16,2,3,3,1,3,3544,9,2,3,6,3,4,2,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
No,34,9,3,4,3,3,4,8500,0,4,3,10,2,9,7,1,6,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
No,40,2,3,3,3,2,4,4661,1,3,3,9,3,9,8,8,8,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
No,41,1,3,3,3,2,1,4103,0,4,3,10,3,9,3,1,7,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
No,35,4,4,3,3,2,3,4249,1,2,3,9,3,9,6,1,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
No,51,5,3,3,3,4,2,14026,1,2,3,33,3,33,9,0,10,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
No,38,2,2,2,3,2,1,6893,3,4,3,11,3,7,7,1,7,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
No,34,15,2,3,3,2,1,6125,1,4,3,10,4,10,8,9,6,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
No,25,19,1,4,3,1,4,3669,3,3,3,7,2,3,2,1,2,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
Yes,58,7,4,3,2,3,1,10008,7,4,3,31,2,10,9,5,9,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
No,40,1,4,2,3,1,2,2387,3,3,4,7,3,4,2,0,3,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
No,36,7,3,1,4,2,1,4639,2,4,3,17,2,15,7,6,13,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
No,48,4,3,4,3,3,4,7898,1,3,3,11,3,10,9,0,8,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,27,11,3,3,4,1,4,2534,8,2,3,5,3,1,0,0,0,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False
No,51,11,2,4,2,4,2,13142,3,2,3,29,2,5,2,0,3,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False
No,18,1,3,4,3,1,4,1611,1,3,3,0,4,0,0,0,0,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,35,1,3,4,2,2,4,5363,0,2,3,10,3,9,7,0,0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,27,2,1,4,1,2,4,5071,3,2,4,8,3,6,2,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
Yes,55,13,4,1,4,4,3,13695,6,3,3,24,2,19,7,3,8,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
No,56,23,3,4,3,4,2,13402,4,1,3,33,3,19,16,15,9,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False
No,34,26,1,1,2,1,3,2029,1,3,4,5,3,5,4,0,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
No,40,2,1,2,4,2,3,6377,5,2,4,15,3,12,11,11,8,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
No,34,29,3,2,3,2,3,5429,4,1,3,10,3,8,7,7,7,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
